property_id,property_type,property_age,crime_rate,construction_materials,weather_precipitation,weather_temperature,claim_type,claim_amount,property_damage_cost,insured_value,policyholder_age,property_size
4733,Apartment,43,543.2,Wood,34.47,21.55,Water Damage,8734.41,8183.04,30977.59,25,3098
1322,Apartment,11,66.0,Wood,20.36,82.96,Water Damage,5349.88,3325.27,16805.21,64,1681
9332,Commercial Building,16,1058.1,Wood,27.49,47.4,Water Damage,10112.4,4633.84,24384.68,36,12192
3863,Commercial Building,14,228.9,Concrete,18.33,71.57,Theft,3591.51,2347.32,16297.34,48,8149
9815,Single-Family Home,4,505.4,Wood,13.95,3.26,Fire,17603.65,30616.42,82985.95,25,16597
5223,Single-Family Home,27,142.3,Wood,22.21,24.43,Fire,15366.3,9830.14,48458.8,45,9692
9113,Commercial Building,17,1057.0,Concrete,23.46,39.14,Water Damage,7825.92,4638.33,32192.54,50,16096
8300,Single-Family Home,7,1950.2,Wood,50.41,93.02,Fire,16361.38,8081.67,61485.48,27,12297
2989,Single-Family Home,43,699.2,Wood,29.79,5.58,Fire,15619.58,14365.75,57302.08,53,11460
5055,Apartment,14,259.1,Wood,37.45,41.46,Water Damage,6826.6,3682.89,31498.31,28,3150
4931,-,34,440.5,Wood,22.7,86.65,,13600.08,18100.99,75997.21,74,15199
6179,-,49,1236.8,Wood,30.18,78.6,,10797.36,16347.65,69603.59,80,6960
7370,Commercial Building,37,2813.7,Wood,100.17,5.18,Water Damage,8172.61,13853.54,62515.34,23,31258
2350,Apartment,32,213.6,Steel,38.41,14.87,Water Damage,7399.17,22664.32,49703.12,30,4970
3101,Single-Family Home,4,2136.7,Wood,20.21,12.48,Fire,19109.87,15188.66,96919.89,19,19384
2782,Single-Family Home,12,3654.6,Wood,25.23,87.1,Fire,16295.22,25162.34,92992.68,58,18599
6864,Single-Family Home,24,257.8,Wood,15.99,82.17,Water Damage,6908.23,9806.95,25576.68,36,5115
1428,Single-Family Home,31,1969.9,Wood,25.73,44.87,Fire,16587.02,23632.87,106563.0,20,21313
7344,Apartment,36,103.5,Concrete,39.24,93.92,Water Damage,8434.86,16233.45,49591.83,53,4959
5954,Apartment,2,612.9,Concrete,19.89,52.57,Water Damage,8747.01,9595.31,48489.98,77,4849
2845,Commercial Building,18,1001.9,Steel,34.98,91.15,Water Damage,9191.59,13143.5,63403.38,67,31702
9269,Single-Family Home,42,287.4,Wood,30.76,77.35,Water Damage,6492.59,14633.27,40182.87,70,8037
9506,Single-Family Home,1,136.7,Wood,34.63,35.62,Theft,2911.44,1542.28,9330.81,74,1866
7891,Commercial Building,1,3441.6,Wood,34.26,17.34,Water Damage,11145.47,5509.94,35692.52,22,17846
8249,Apartment,38,432.7,Concrete,30.28,42.73,Fire,17501.95,26774.38,70826.86,63,7083
2653,Single-Family Home,37,233.7,Wood,30.68,43.25,Theft,3471.68,6054.39,23513.67,50,4703
5111,Apartment,24,530.8,Wood,12.33,71.03,Water Damage,7448.82,6267.51,30203.05,77,3020
9339,Apartment,-1,1637.2,Concrete,33.73,50.56,Fire,15879.71,27289.94,122451.87,69,12245
6717,Single-Family Home,12,2145.4,Wood,16.96,82.73,Fire,15815.3,23330.59,76844.16,43,15369
431,Single-Family Home,17,353.5,Wood,24.45,0.8,Theft,2996.07,1565.81,12552.22,46,2510
2438,Single-Family Home,14,4436.6,Wood,39.23,11.98,Fire,17474.77,25623.44,127710.62,25,25542
3827,Single-Family Home,50,1320.9,Wood,19.78,18.49,Fire,17914.6,13959.18,93858.4,49,18772
4477,Single-Family Home,11,175.8,Wood,27.8,90.3,Water Damage,6946.46,5347.89,24250.97,72,4850
8,Commercial Building,29,508.6,Wood,33.11,52.04,Theft,3145.74,1524.24,11422.71,45,5711
2912,Single-Family Home,35,1643.3,Wood,14.31,52.91,Fire,16159.81,19200.76,91092.77,27,18219
2093,Single-Family Home,41,949.7,Wood,77.01,71.98,Water Damage,4844.77,6273.36,27695.28,30,5539
3275,Single-Family Home,43,2971.7,Wood,23.48,50.45,Fire,10680.66,23179.05,85059.21,51,17012
8493,Commercial Building,31,6500.1,Wood,25.63,25.07,Fire,21122.75,13847.97,71259.59,64,35630
9809,Apartment,42,578.9,Concrete,35.41,43.35,Fire,11957.17,19196.29,71968.67,80,7197
3394,Single-Family Home,9,1436.8,Wood,18.25,57.12,Water Damage,9281.96,9249.79,36509.38,67,7302
9988,Commercial Building,41,2627.6,Concrete,15.82,48.49,Water Damage,9571.69,25904.4,91718.85,72,45859
6956,Commercial Building,50,3151.4,Wood,30.08,55.26,Water Damage,7734.25,14271.05,93307.72499999999,25,18662
5027,Single-Family Home,45,722.8,Wood,10.18,46.69,Water Damage,6594.62,15024.67,64149.98,23,12830
4469,Single-Family Home,47,809.2,Wood,13.76,41.6,Fire,16585.83,20743.18,266847.275,43,21348
6893,Single-Family Home,49,1929.9,Wood,117.73,10.53,Water Damage,8949.1,15737.87,64784.87,20,12957
9557,Single-Family Home,38,566.5,Wood,34.8,94.17,Water Damage,9051.6,16258.55,75827.65,19,15166
3741,Single-Family Home,40,2414.8,Wood,25.55,69.61,Fire,18031.97,42103.16,180012.71,75,36003
2333,Apartment,16,996.9,Steel,11.71,87.1,Water Damage,11055.69,23664.41,88181.52,75,8818
4644,Single-Family Home,1,1054.5,Wood,88.25,37.66,Fire,12034.92,14340.79,54437.02,28,10887
7837,Apartment,27,151.1,Wood,24.93,13.35,Water Damage,9440.39,4175.55,24507.08,31,2451
9322,Commercial Building,40,5658.2,Wood,50.36,48.91,Water Damage,8610.73,17451.1,66509.98,29,33255
5273,Commercial Building,13,3355.6,Concrete,29.07,25.95,Water Damage,7569.17,9070.51,38978.67,53,19489
1202,-,46,619.4,Wood,17.11,78.04,,8287.55,10229.45,31383.32,52,6277
4261,Commercial Building,6,5811.4,Concrete,15.73,48.38,Fire,11525.35,19619.05,183824.77500000002,70,36765
1300,Single-Family Home,37,1823.5,Wood,21.99,83.68,Fire,14646.94,16562.82,87224.2,63,17445
2402,Commercial Building,32,15323.9,Concrete,27.79,56.01,Fire,16703.43,43433.05,165153.69,73,82577
9765,Single-Family Home,49,1642.0,Wood,65.55,48.74,Fire,14010.8,27496.7,83363.76,37,16673
3100,Apartment,34,1896.0,Wood,50.3,30.86,Fire,20432.51,23901.54,109930.74,51,10993
3423,Commercial Building,11,1354.6,Wood,10.73,69.07,Water Damage,10959.95,10257.44,57069.61,56,28535
365,Single-Family Home,27,750.1,Wood,39.27,56.86,Water Damage,7459.15,3144.21,21147.5,60,4230
9685,Single-Family Home,37,1642.1,Wood,30.92,86.6,Fire,13103.87,10685.36,47337.75,63,9468
6396,Single-Family Home,31,1257.6,Wood,10.88,50.44,Water Damage,8114.34,7479.05,34023.71,54,6805
8353,Apartment,28,92.5,Wood,11.29,91.16,Water Damage,6858.7,10865.08,26901.11,52,2690
9189,Apartment,50,586.1,Wood,28.44,51.22,Water Damage,7544.07,14499.95,40270.92,24,4027
7199,Commercial Building,50,309.4,Wood,11.7,41.77,Water Damage,6252.26,12670.52,30496.49,33,15248
2454,Single-Family Home,7,2027.7,Wood,13.95,55.98,Water Damage,11453.74,14255.72,64691.23,30,12938
2249,-,25,334.4,Steel,21.39,46.21,,7145.38,10811.95,33491.76,51,16746
6110,Single-Family Home,18,140.0,Wood,37.28,10.67,Water Damage,5735.29,4263.11,26263.99,41,5253
9116,Apartment,11,665.8,Steel,15.24,56.5,Fire,12256.0,18278.51,66151.04,49,6615
9883,Commercial Building,32,1285.5,Wood,39.67,52.64,Water Damage,4886.33,7465.47,19710.37,39,9855
4611,-,7,998.9,Concrete,39.56,89.85,,2145.06,3420.39,11436.29,27,5718
8575,Single-Family Home,30,51.5,Wood,36.32,85.41,Water Damage,7767.4,6168.84,22270.31,71,4454
3540,Single-Family Home,47,2176.3,Wood,31.99,16.44,Fire,12062.44,21680.58,55264.3,34,11053
5699,Single-Family Home,12,2454.8,Wood,10.4,76.97,Fire,19608.35,18635.85,61388.83,71,12278
8836,Apartment,1,800.3,Wood,12.68,44.58,Fire,10403.77,13268.37,65204.32,47,6520
361,Apartment,45,147.3,Wood,56.62,57.13,Theft,4152.6,2668.18,15564.1,36,1556
3767,Single-Family Home,9,2030.5,Wood,22.28,40.18,Fire,14750.32,23513.05,88982.86,64,17797
9315,Single-Family Home,43,2021.8,Wood,34.15,74.45,Fire,20448.5,17347.59,109415.3,22,21883
7900,Commercial Building,31,4746.5,Steel,38.7,80.77,Water Damage,5985.77,16752.08,53494.94,35,26747
1805,Single-Family Home,23,519.9,Wood,38.36,68.97,Fire,15910.67,12309.26,43537.62,72,8708
4684,Commercial Building,6,455.9,Concrete,37.23,89.97,Water Damage,8937.48,15827.11,64668.06,26,32334
3998,-,13,108.3,Steel,14.92,60.92,,15137.63,15206.63,51750.16,80,5175
8737,Commercial Building,25,1688.0,Wood,39.4,7.75,Water Damage,8963.03,3810.16,34446.56,59,17223
3854,Single-Family Home,7,1111.5,Wood,38.35,81.35,Fire,15783.64,17544.12,66005.8,76,13201
2062,Single-Family Home,26,1451.8,Wood,24.96,26.24,Fire,18836.67,20220.37,80422.23,73,16084
4260,Single-Family Home,2,654.9,Wood,24.93,74.14,Fire,9231.29,8568.74,37653.89,55,7531
175,Apartment,46,1726.3,Concrete,21.73,87.45,Fire,14659.77,29006.59,103755.28,43,10376
6702,Single-Family Home,24,520.5,Wood,36.62,77.72,Water Damage,9391.58,6980.98,36826.71,33,7365
3760,Commercial Building,35,4398.6,Steel,21.6,53.45,Water Damage,6491.73,16029.25,53614.25,71,26807
5070,Apartment,41,382.0,Wood,22.53,52.5,Water Damage,9983.47,15574.3,44259.94,71,4426
4416,Apartment,16,857.5,Concrete,20.75,59.33,Fire,11743.77,22086.79,89261.2,57,8926
1683,Commercial Building,27,5076.2,Wood,34.24,73.8,Fire,14460.25,13397.62,51220.57,63,25610
9077,Apartment,31,268.0,Wood,76.12,74.69,Water Damage,6721.65,8711.77,29246.39,55,2925
3170,Single-Family Home,50,395.2,Wood,18.81,82.66,Theft,2560.85,3831.54,15249.23,32,3050
2297,Apartment,35,316.5,Concrete,28.48,46.69,Water Damage,9483.81,10796.96,35880.14,71,3588
3842,Single-Family Home,9,1058.7,Wood,30.86,16.55,Water Damage,8043.56,12125.34,48613.87,62,9723
4989,Commercial Building,50,2236.2,Wood,37.36,8.61,Water Damage,5453.34,8327.03,30430.19,56,15215
5494,Commercial Building,7,3469.5,Wood,30.73,80.46,Water Damage,7349.76,8341.04,37190.41,44,18595
607,Commercial Building,1,3025.7,Wood,28.67,65.44,Water Damage,10690.22,10452.51,49677.93,73,24839
1335,Commercial Building,38,312.0,Wood,61.72,41.57,Water Damage,9219.65,13124.76,46703.09,79,23352
7733,Commercial Building,36,3975.5,Concrete,23.58,55.94,Fire,12299.2,29066.82,116297.38,57,58149
6460,Single-Family Home,29,618.0,Wood,27.81,41.48,Fire,16193.78,15504.06,146762.575,33,11741
2900,Apartment,5,522.6,Wood,18.49,4.33,Water Damage,7705.53,13185.81,33711.47,31,3371
9568,Single-Family Home,37,1095.8,Wood,39.15,25.58,Water Damage,7545.65,13668.65,55231.08,34,11046
1024,Apartment,25,2341.2,Steel,17.06,59.87,Fire,16211.99,34943.52,138984.74,49,13898
3975,Apartment,3,1256.0,Wood,28.1,74.83,Water Damage,11065.07,19029.86,73195.14,65,7320
7797,Apartment,16,636.6,Wood,12.75,67.16,Water Damage,8803.7,6960.63,33145.14,58,3315
6232,Single-Family Home,35,1375.5,Wood,26.75,13.57,Water Damage,7467.06,15202.17,42670.58,19,8534
7340,Commercial Building,14,1005.2,Wood,62.25,92.8,Water Damage,8186.66,5476.43,37716.14,39,18858
3278,Apartment,20,62.9,Wood,22.66,34.06,Water Damage,6235.33,5803.52,19237.38,34,1924
3885,Commercial Building,29,6140.4,Steel,26.57,53.75,Fire,13222.8,16354.98,80137.93,41,40069
7382,Commercial Building,36,2262.8,Concrete,13.15,85.67,Water Damage,7944.19,10831.96,41530.85,27,20765
1668,Single-Family Home,17,1179.9,Wood,18.9,40.1,Water Damage,10673.58,13623.27,41403.26,33,8281
5689,Commercial Building,5,5327.0,Concrete,14.27,92.18,Water Damage,8943.86,15549.4,67632.46,75,33816
3029,Single-Family Home,10,992.5,Wood,104.24,67.87,Water Damage,7932.76,3835.94,28886.71,80,5777
4210,-,12,513.9,Wood,109.87,39.16,,10551.44,8502.41,54780.8,27,10956
1696,Apartment,36,125.6,Wood,21.66,54.08,Water Damage,7434.03,5620.37,19656.33,43,1966
5824,Single-Family Home,13,289.1,Wood,19.88,16.25,Water Damage,8675.02,10664.4,35795.41,55,7159
2703,Commercial Building,27,1335.2,Wood,15.41,47.5,Water Damage,9428.13,7838.43,51587.61,48,25794
4730,Commercial Building,45,4432.5,Wood,32.16,54.79,Water Damage,11813.54,22168.32,59125.31,40,29563
3704,Single-Family Home,9,1423.5,Wood,24.41,69.59,Water Damage,5901.04,10594.19,42752.74,40,8551
3561,Single-Family Home,34,4284.9,Wood,23.2,70.04,Fire,18441.66,33157.71,141504.37,78,28301
9051,Apartment,10,636.5,Concrete,14.83,51.96,Water Damage,5555.82,5891.5,32782.28,79,3278
6950,Single-Family Home,8,1728.4,Wood,32.87,49.09,Fire,19929.34,15913.44,69251.6,29,13850
650,Commercial Building,9,608.9,Steel,32.15,65.93,Water Damage,8119.81,9387.62,43224.06,51,21612
1156,Single-Family Home,4,2971.9,Wood,30.91,46.91,Fire,10559.44,18946.1,77049.75,68,15410
6896,Single-Family Home,7,710.3,Wood,21.4,85.19,Fire,13167.11,9867.59,55059.98,21,11012
3684,Single-Family Home,8,1927.6,Wood,11.61,57.1,Fire,13260.3,17781.86,48425.0,55,9685
467,Commercial Building,31,781.9,Wood,18.85,52.29,Theft,2768.5,5815.69,22791.64,33,11396
7955,Commercial Building,28,468.5,Concrete,23.79,91.92,Water Damage,7887.29,9755.44,33518.34,29,16759
1800,Single-Family Home,48,2150.9,Wood,34.44,45.5,Fire,18759.4,17338.29,70145.04,36,14029
1971,Apartment,22,1169.1,Concrete,22.79,91.79,Fire,20060.7,34800.59,342071.60000000003,25,13683
5527,Commercial Building,44,707.7,Wood,32.53,65.06,Water Damage,7438.21,11063.31,46538.98,38,23269
4555,Single-Family Home,24,1298.1,Wood,24.78,3.78,Water Damage,10906.04,12667.87,48237.31,23,9647
5331,Apartment,38,324.3,Wood,25.79,44.68,Water Damage,6208.19,4353.8,22707.36,33,2271
438,Commercial Building,6,784.3,Wood,20.87,84.91,Water Damage,6449.99,8574.55,44032.67,45,22016
3957,Commercial Building,47,1669.4,Concrete,37.63,57.6,Water Damage,8685.02,15883.39,70133.27,76,35067
1104,Single-Family Home,16,348.3,Wood,30.14,86.9,Theft,3301.73,3092.99,10503.87,61,2101
1634,Apartment,17,258.5,Concrete,29.92,68.28,Fire,13872.11,16064.62,75109.88,62,7511
474,Apartment,42,1262.3,Concrete,37.79,40.83,Fire,15605.46,41858.63,166149.0,22,16615
1918,Commercial Building,39,3478.5,Steel,27.49,27.86,Water Damage,6894.46,21809.48,52443.75,35,26222
3950,Single-Family Home,19,725.1,Wood,31.26,50.04,Fire,11687.51,13394.52,60759.33,68,12152
8813,Commercial Building,26,2496.9,Wood,29.89,44.51,Water Damage,8956.28,7777.32,49754.94,39,24877
290,Single-Family Home,28,1465.4,Wood,39.38,45.2,Water Damage,9079.47,9675.25,43998.28,34,8800
6947,Single-Family Home,29,1431.2,Wood,11.13,76.02,Fire,18340.52,7877.11,63892.69,57,12779
348,Commercial Building,50,2082.7,Wood,14.68,72.33,Water Damage,4506.49,7850.38,24795.75,36,12398
5100,Single-Family Home,44,450.8,Wood,39.18,43.0,Water Damage,8099.61,6819.85,31932.49,66,6386
7800,Single-Family Home,50,577.4,Wood,28.04,47.04,Theft,2801.98,4876.72,22437.3,69,4487
9878,Commercial Building,25,344.1,Wood,39.22,41.11,Fire,8357.9,5765.25,34881.4,72,17441
6925,Commercial Building,24,1811.3,Wood,15.53,5.01,Water Damage,7007.27,10253.11,46153.47,50,23077
2852,Single-Family Home,43,299.8,Wood,27.93,40.55,Fire,10431.68,6657.97,46304.61,63,9261
9406,Single-Family Home,16,1701.6,Wood,26.47,58.56,Water Damage,8416.81,9314.91,48695.15,50,9739
3259,Commercial Building,39,11663.1,Steel,10.72,21.56,Fire,16770.88,54120.24,134240.58,32,67120
7255,Single-Family Home,16,1062.8,Wood,15.55,56.68,Fire,12859.45,10734.44,172550.775,41,13804
1042,Apartment,39,1709.1,Wood,35.36,42.75,Fire,14662.98,29892.18,100494.97,68,10049
6671,Single-Family Home,15,624.9,Wood,90.12,89.38,Fire,12685.18,17458.93,81387.87,42,16278
2609,Single-Family Home,16,1932.4,Wood,10.19,6.1,Water Damage,10042.29,8993.46,54732.53,20,10947
5224,Apartment,24,177.7,Steel,39.23,71.45,Theft,3010.63,5443.42,14129.61,39,1413
6673,-,5,1921.9,Wood,13.55,22.99,,16455.13,14902.0,185902.75,74,14872
2724,Single-Family Home,28,569.8,Wood,34.44,67.88,Water Damage,6725.36,3976.0,31242.98,49,6249
9104,Apartment,43,1425.3,Wood,93.3,80.04,Fire,15537.43,29232.49,110841.45,52,11084
2149,Single-Family Home,8,547.8,Wood,72.16,0.06,Fire,11506.94,14676.65,63598.61,29,12720
9838,Commercial Building,48,1165.6,Concrete,13.27,45.38,Water Damage,4987.54,8338.28,21856.81,40,10928
1976,-,22,1689.0,Wood,28.79,68.88,,6853.19,9810.59,48522.3,57,9704
7906,Single-Family Home,20,2405.3,Wood,26.67,74.03,Fire,17916.3,8337.61,70810.06,18,14162
675,Single-Family Home,17,190.3,Wood,31.54,56.18,Theft,3085.68,4514.13,16979.4,80,3396
4029,Commercial Building,8,1248.6,Wood,39.22,75.27,Water Damage,7864.28,6298.48,33839.26,64,16920
9692,Commercial Building,1,3203.0,Steel,20.79,39.23,Fire,15659.02,25504.07,69453.19,22,34727
2462,Apartment,22,1389.7,Wood,38.81,50.3,Fire,18243.84,21970.66,108471.38,62,10847
3073,Single-Family Home,23,644.3,Wood,32.85,64.82,Fire,11008.66,4882.94,25371.34,53,5074
2699,Commercial Building,31,3246.8,Wood,22.33,72.87,Water Damage,8404.91,8944.6,47953.86,21,23977
9149,Single-Family Home,15,909.9,Wood,15.58,0.52,Water Damage,6795.72,3050.64,27007.27,44,5401
3192,Apartment,39,937.9,Wood,33.94,58.35,Water Damage,7537.02,16385.39,54043.2,77,5404
3041,Single-Family Home,10,373.9,Wood,21.95,78.29,Fire,14062.96,21490.87,75087.09,55,15017
15,Commercial Building,28,695.2,Steel,11.71,41.89,Water Damage,9034.58,7342.32,24996.06,57,12498
6732,Single-Family Home,25,944.7,Wood,20.6,67.2,Fire,13924.11,12944.03,69419.0,41,13884
6173,Apartment,22,588.8,Concrete,83.21,60.06,Water Damage,7993.72,15544.18,65984.42,29,6598
4861,Apartment,19,1100.0,Wood,17.31,35.61,Fire,17548.5,24332.19,91506.36,61,9151
1005,Apartment,29,477.9,Wood,15.57,1.16,Water Damage,6932.81,8506.66,36264.52,66,3626
7278,Single-Family Home,36,1571.4,Wood,13.56,56.84,Water Damage,8973.4,19960.36,66337.42,34,13267
712,Apartment,21,722.1,Wood,24.29,72.3,Fire,11774.37,10911.63,66708.66,75,6671
344,-,49,1554.0,Wood,38.84,2.69,,7310.95,8191.93,44798.06,48,22399
9127,-,19,673.5,Wood,22.91,49.99,,7166.57,6097.16,34536.7,64,6907
943,Single-Family Home,30,504.5,Wood,11.58,41.01,Theft,3425.66,5301.48,18039.7,32,3608
4810,Single-Family Home,5,2324.2,Wood,35.55,88.9,Water Damage,9557.67,15158.31,64473.16,74,12895
4673,Commercial Building,15,6024.3,Wood,23.79,15.3,Water Damage,9626.88,13587.44,65602.21,46,32801
9351,Single-Family Home,28,855.4,Wood,13.44,42.55,Fire,17018.05,27070.11,117909.5,21,23582
8324,Single-Family Home,28,2713.3,Wood,32.94,48.78,Fire,15847.61,23229.23,97433.75,60,19487
7167,Commercial Building,2,228.5,Concrete,25.67,38.67,Water Damage,7868.07,5819.98,37719.6,67,18860
4015,Commercial Building,20,3345.7,Wood,29.92,50.68,Water Damage,9397.2,7495.94,35077.07,56,17539
5969,Single-Family Home,43,439.6,Wood,33.61,86.42,Water Damage,7473.7,6608.72,34716.94,41,6943
7505,Apartment,8,142.7,Steel,14.78,50.46,Water Damage,6148.5,5374.05,21208.46,27,2121
3285,Single-Family Home,26,1342.5,Wood,12.79,94.38,Fire,17743.16,11481.26,58706.58,29,11741
8131,Apartment,5,2159.2,Steel,34.44,46.92,Fire,21249.43,35363.54,157685.92,44,15769
8787,Commercial Building,49,437.3,Wood,14.1,72.81,Theft,3461.41,5031.76,23584.98,25,11792
2212,Commercial Building,46,1220.7,Wood,13.15,17.0,Fire,14505.95,9702.19,47228.43,29,23614
7624,Single-Family Home,16,303.2,Wood,22.58,79.89,Water Damage,9933.12,4175.76,24543.52,28,4909
2388,Single-Family Home,1,668.8,Wood,32.51,69.23,Fire,17864.55,16651.67,67362.59,66,13473
1809,Single-Family Home,6,1464.3,Wood,10.97,85.52,Fire,12221.93,11745.75,55908.71,19,11182
3301,Single-Family Home,37,2083.9,Wood,28.91,93.17,Fire,16108.18,36867.42,104219.03,67,20844
5503,Commercial Building,18,4248.3,Wood,13.76,76.84,Water Damage,8333.58,10713.95,51746.43,51,25873
8020,Single-Family Home,15,501.3,Wood,24.12,47.87,Theft,3900.85,5079.45,15471.85,22,3094
1538,Apartment,18,380.8,Steel,19.21,57.24,Water Damage,7533.71,8073.82,32616.79,47,3262
1231,Apartment,29,734.4,Steel,19.91,58.91,Water Damage,9438.82,14847.58,70556.3,53,7056
4623,Commercial Building,50,1453.4,Wood,24.75,59.02,Fire,12507.17,20824.05,56327.14,39,28164
5233,Single-Family Home,14,805.4,Wood,35.5,26.05,Water Damage,7608.47,8395.08,34270.63,40,6854
6641,-,19,244.3,Concrete,20.14,40.39,,9570.55,5026.55,28711.35,31,2871
4486,Single-Family Home,16,1030.7,Wood,35.11,64.38,Water Damage,6888.14,4226.83,32595.71,26,6519
605,Apartment,14,608.1,Concrete,17.91,84.77,Water Damage,9307.11,9574.68,34938.05,45,3494
1302,Single-Family Home,50,877.5,Wood,37.28,55.19,Water Damage,6418.46,12420.59,38135.22,47,7627
1602,Single-Family Home,32,4160.6,Wood,23.68,51.55,Fire,17309.58,20730.27,107709.87,70,21542
8955,Single-Family Home,27,2038.4,Wood,32.3,52.45,Fire,12403.64,11087.08,51912.51,26,10383
2594,Single-Family Home,3,748.3,Wood,28.98,94.07,Fire,16021.51,29979.16,71009.92,48,14202
5217,Commercial Building,42,1356.4,Concrete,21.7,71.55,Water Damage,7594.28,8838.83,25636.66,23,12818
4013,Single-Family Home,3,785.4,Wood,33.76,41.93,Water Damage,4879.16,6910.2,29953.41,55,5991
1716,Commercial Building,12,1819.5,Steel,13.15,60.49,Water Damage,5583.81,8127.89,35122.21,59,17561
7676,Commercial Building,12,4649.8,Wood,23.0,25.58,Fire,13448.81,11820.18,51542.96,60,25771
6705,Single-Family Home,20,935.7,Wood,39.4,9.83,Fire,14310.53,8764.35,44344.3,54,8869
9526,Apartment,6,363.9,Concrete,119.47,1.12,Fire,9403.57,14987.24,63432.87,47,6343
3739,Apartment,48,569.2,Wood,29.34,90.98,Fire,15843.76,18234.29,57720.29,20,5772
7939,Apartment,3,541.7,Wood,31.14,65.57,Water Damage,8184.81,9121.62,35730.03,19,3573
3416,Commercial Building,25,1455.2,Wood,23.59,41.95,Water Damage,5518.26,3737.55,25428.1,55,12714
5005,Commercial Building,13,2741.4,Wood,39.97,94.64,Water Damage,8797.59,4801.75,30202.92,76,15101
978,Apartment,45,249.0,Steel,15.15,80.71,Fire,10437.57,11432.32,43597.84,29,4360
1695,Single-Family Home,48,664.5,Wood,47.82,59.33,Fire,14919.07,14458.51,54470.38,34,10894
4630,Single-Family Home,23,197.1,Wood,16.37,41.93,Fire,13462.96,18806.99,128581.95,31,10287
1026,Commercial Building,25,1226.0,Wood,14.31,86.73,Theft,2252.8,3276.15,16385.25,64,8193
9298,Single-Family Home,38,733.3,Wood,15.21,91.65,Fire,11200.9,23105.99,86154.77,36,17231
3260,Single-Family Home,15,177.7,Wood,37.05,23.15,Water Damage,6972.28,8380.67,86058.425,44,6885
4740,Commercial Building,37,3328.7,Wood,16.91,72.02,Fire,15182.99,24798.74,155259.65,67,31052
5738,Single-Family Home,10,1225.6,Wood,18.09,94.08,Fire,20237.79,10969.17,52759.59,76,10552
787,Commercial Building,35,1914.5,Wood,28.32,19.06,Fire,16131.6,11484.13,78827.7,77,39414
8997,Commercial Building,1,3882.7,Concrete,13.68,56.09,Water Damage,9659.55,22897.37,85452.62,49,42726
1177,Single-Family Home,4,698.2,Wood,24.51,58.93,Fire,11895.85,21429.44,54054.59,65,10811
552,Single-Family Home,9,1667.8,Wood,118.26,75.99,Fire,13542.82,22491.44,54783.56,75,10957
2033,Apartment,9,148.7,Concrete,34.24,94.5,Fire,10692.11,12101.47,38764.21,29,3876
6273,Single-Family Home,40,2185.9,Wood,39.76,26.33,Fire,17153.91,26623.11,115393.64,41,23079
4803,Commercial Building,6,1044.8,Wood,30.31,59.0,Fire,19539.61,20384.01,70938.5,45,35469
4660,Single-Family Home,38,790.7,Wood,32.74,50.41,Water Damage,8254.46,18933.78,52636.16,33,10527
5906,Commercial Building,31,3022.6,Wood,24.14,60.43,Fire,6891.37,8309.07,42975.4,67,21488
4050,Commercial Building,36,3456.0,Concrete,27.36,42.08,Water Damage,8591.73,15203.36,37519.98,45,18760
1775,Apartment,34,653.8,Wood,11.21,43.41,Fire,20179.4,30835.62,131865.91,54,13187
853,Single-Family Home,30,2541.0,Wood,28.76,70.92,Fire,16953.44,20111.7,77467.08,24,15493
4622,Single-Family Home,46,109.7,Wood,25.72,73.68,Water Damage,7509.28,5978.39,36158.79,57,7232
6804,Apartment,45,1713.8,Steel,35.64,8.38,Water Damage,10051.31,22238.79,91142.27,58,9114
7487,Apartment,9,419.2,Wood,29.48,59.81,Water Damage,7354.26,6229.88,36219.91,72,3622
8136,Single-Family Home,3,1257.3,Wood,39.0,59.8,Fire,7683.5,13610.43,42797.61,61,8560
3569,Apartment,12,223.5,Concrete,67.47,4.62,Water Damage,10638.56,11361.93,47263.49,32,4726
327,Single-Family Home,45,208.1,Wood,32.01,19.74,Fire,13343.01,22503.76,88791.4,73,17758
1082,-,35,2631.4,Wood,40.16,91.49,,13318.62,23382.87,74733.06,71,14947
6638,Single-Family Home,33,387.1,Wood,31.05,61.49,Water Damage,4235.5,3645.21,20945.89,69,4189
7303,Single-Family Home,49,277.8,Wood,11.53,60.04,Water Damage,8000.7,16804.62,67455.34,38,13491
3206,Single-Family Home,44,1025.7,Wood,39.69,47.43,Water Damage,9726.82,19867.02,66156.44,41,13231
8858,Commercial Building,39,651.2,Concrete,31.18,43.14,Water Damage,6795.78,14171.6,32821.51,68,16411
2880,-,4,2375.4,Wood,34.72,90.85,,20686.24,24113.19,121152.1,71,24230
2657,Apartment,10,339.8,Wood,18.97,81.01,Water Damage,6388.28,3901.28,30015.63,74,3002
4186,Apartment,40,1157.4,Steel,28.05,15.62,Water Damage,10102.4,14985.01,73856.96,65,7386
9028,Single-Family Home,22,413.2,Wood,21.89,82.54,Water Damage,5001.0,6460.76,17311.6,68,3462
9530,Apartment,25,2097.4,Wood,24.1,65.53,Fire,16693.13,23366.79,117659.41,43,11766
7736,Single-Family Home,9,1880.2,Wood,19.49,20.71,Fire,16659.95,23209.89,86925.53,21,17385
6237,Commercial Building,21,8196.0,Steel,26.05,34.93,Fire,15788.09,27538.11,126162.3,58,63081
4863,Apartment,33,196.9,Concrete,29.4,69.9,Water Damage,9741.18,23444.35,88179.68,38,8818
